"Stock","Year","Length","CatchNo"
"WinterSkate",1997,760,8
"WinterSkate",1997,770,8
"WinterSkate",1997,780,7
"WinterSkate",1997,790,7
"WinterSkate",1997,800,7
"WinterSkate",1997,810,4
"WinterSkate",1997,820,2
"WinterSkate",1997,830,4
"WinterSkate",1997,840,1
"WinterSkate",1997,880,1
"WinterSkate",1997,620,4
"WinterSkate",1997,630,4
"WinterSkate",1997,640,1
"WinterSkate",1997,650,5
"WinterSkate",1997,660,2
"WinterSkate",1997,670,16
"WinterSkate",1997,680,19
"WinterSkate",1997,690,20
"WinterSkate",1997,700,17
"WinterSkate",1997,710,6
"WinterSkate",1997,720,10
"WinterSkate",1997,730,8
"WinterSkate",1997,740,12
"WinterSkate",1997,750,7
"WinterSkate",1997,760,7
"WinterSkate",1997,770,8
"WinterSkate",1997,780,6
"WinterSkate",1997,790,4
"WinterSkate",1997,800,2
"WinterSkate",1997,810,4
"WinterSkate",1997,820,1
"WinterSkate",1997,830,2
"WinterSkate",1997,840,2
"WinterSkate",1997,850,2
"WinterSkate",1997,860,1
"WinterSkate",1997,870,4
"WinterSkate",1997,880,1
"WinterSkate",1997,900,1
"WinterSkate",1997,910,1
"WinterSkate",1997,920,1
"WinterSkate",1997,960,1
"WinterSkate",1997,580,3
"WinterSkate",1997,600,1
"WinterSkate",1997,610,3
"WinterSkate",1997,620,7
"WinterSkate",1997,630,2
"WinterSkate",1997,640,8
"WinterSkate",1997,650,8
"WinterSkate",1997,660,11
"WinterSkate",1997,670,16
"WinterSkate",1997,680,18
"WinterSkate",1997,690,16
"WinterSkate",1997,700,10
"WinterSkate",1997,710,10
"WinterSkate",1997,720,8
"WinterSkate",1997,730,13
"WinterSkate",1997,740,7
"WinterSkate",1997,750,7
"WinterSkate",1997,760,6
"WinterSkate",1997,770,6
"WinterSkate",1997,780,6
"WinterSkate",1997,790,9
"WinterSkate",1997,800,6
"WinterSkate",1997,810,4
"WinterSkate",1997,820,3
"WinterSkate",1997,830,3
"WinterSkate",1997,840,1
"WinterSkate",1997,850,2
"WinterSkate",1997,530,2
"WinterSkate",1997,590,1
"WinterSkate",1997,600,3
"WinterSkate",1997,610,2
"WinterSkate",1997,620,4
"WinterSkate",1997,630,5
"WinterSkate",1997,640,7
"WinterSkate",1997,650,6
"WinterSkate",1997,660,9
"WinterSkate",1997,670,3
"WinterSkate",1997,680,12
"WinterSkate",1997,690,8
"WinterSkate",1997,700,12
"WinterSkate",1997,710,9
"WinterSkate",1997,720,8
"WinterSkate",1997,730,7
"WinterSkate",1997,740,9
"WinterSkate",1997,750,6
"WinterSkate",1997,760,6
"WinterSkate",1997,770,6
"WinterSkate",1997,780,6
"WinterSkate",1997,790,3
"WinterSkate",1997,800,6
"WinterSkate",1997,810,3
"WinterSkate",1997,820,5
"WinterSkate",1997,830,6
"WinterSkate",1997,840,2
"WinterSkate",1997,850,2
"WinterSkate",1997,860,3
"WinterSkate",1997,870,3
"WinterSkate",1997,880,1
"WinterSkate",1997,890,2
"WinterSkate",1997,920,4
"WinterSkate",1997,940,1
"WinterSkate",1997,960,1
"WinterSkate",1997,970,1
"WinterSkate",1997,1000,1
"WinterSkate",1997,540,1
"WinterSkate",1997,550,1
"WinterSkate",1997,560,2
"WinterSkate",1997,570,1
"WinterSkate",1997,580,4
"WinterSkate",1997,590,5
"WinterSkate",1997,600,7
"WinterSkate",1997,610,5
"WinterSkate",1997,620,6
"WinterSkate",1997,630,9
"WinterSkate",1997,640,9
"WinterSkate",1997,650,8
"WinterSkate",1997,660,6
"WinterSkate",1997,670,5
"WinterSkate",1997,680,8
"WinterSkate",1997,690,10
"WinterSkate",1997,700,9
"WinterSkate",1997,710,9
"WinterSkate",1997,720,8
"WinterSkate",1997,730,9
"WinterSkate",1997,740,7
"WinterSkate",1997,750,7
"WinterSkate",1997,760,7
"WinterSkate",1997,770,3
"WinterSkate",1997,780,5
"WinterSkate",1997,790,2
"WinterSkate",1997,800,10
"WinterSkate",1997,810,2
"WinterSkate",1997,820,2
"WinterSkate",1997,830,5
"WinterSkate",1997,840,2
"WinterSkate",1997,850,2
"WinterSkate",1997,890,1
"WinterSkate",1997,910,1
"WinterSkate",1997,610,2
"WinterSkate",1997,620,1
"WinterSkate",1997,630,2
"WinterSkate",1997,640,5
"WinterSkate",1997,650,6
"WinterSkate",1997,660,7
"WinterSkate",1997,670,8
"WinterSkate",1997,680,6
"WinterSkate",1997,690,10
"WinterSkate",1997,700,7
"WinterSkate",1997,710,10
"WinterSkate",1997,720,9
"WinterSkate",1997,730,5
"WinterSkate",1997,740,11
"WinterSkate",1997,750,8
"WinterSkate",1997,760,8
"WinterSkate",1997,770,7
"WinterSkate",1997,780,5
"WinterSkate",1997,790,9
"WinterSkate",1997,800,8
"WinterSkate",1997,810,3
"WinterSkate",1997,820,4
"WinterSkate",1997,830,1
"WinterSkate",1997,840,1
"WinterSkate",1997,850,2
"WinterSkate",1997,860,3
"WinterSkate",1997,870,3
"WinterSkate",1997,880,3
"WinterSkate",1997,890,2
"WinterSkate",1997,900,3
"WinterSkate",1997,910,1
"WinterSkate",1997,940,1
"WinterSkate",1997,950,1
"WinterSkate",1997,560,1
"WinterSkate",1997,580,1
"WinterSkate",1997,590,1
"WinterSkate",1997,600,1
"WinterSkate",1997,610,2
"WinterSkate",1997,620,4
"WinterSkate",1997,630,4
"WinterSkate",1997,640,4
"WinterSkate",1997,650,11
"WinterSkate",1997,660,6
"WinterSkate",1997,670,7
"WinterSkate",1997,680,9
"WinterSkate",1997,690,9
"WinterSkate",1997,700,5
"WinterSkate",1997,710,14
"WinterSkate",1997,720,10
"WinterSkate",1997,730,7
"WinterSkate",1997,740,4
"WinterSkate",1997,750,8
"WinterSkate",1997,760,10
"WinterSkate",1997,770,3
"WinterSkate",1997,780,10
"WinterSkate",1997,790,5
"WinterSkate",1997,810,4
"WinterSkate",1997,820,2
"WinterSkate",1997,830,1
"WinterSkate",1997,840,1
"WinterSkate",1997,850,2
"WinterSkate",1997,880,1
"WinterSkate",1997,910,1
"WinterSkate",1997,580,1
"WinterSkate",1997,590,1
"WinterSkate",1997,610,2
"WinterSkate",1997,630,2
"WinterSkate",1997,650,2
"WinterSkate",1997,660,4
"WinterSkate",1997,670,5
"WinterSkate",1997,680,7
"WinterSkate",1997,690,5
"WinterSkate",1997,700,5
"WinterSkate",1997,710,9
"WinterSkate",1997,720,7
"WinterSkate",1997,730,6
"WinterSkate",1997,740,8
"WinterSkate",1997,750,4
"WinterSkate",1997,760,9
"WinterSkate",1997,770,4
"WinterSkate",1997,780,5
"WinterSkate",1997,790,5
"WinterSkate",1997,810,2
"WinterSkate",1997,820,3
"WinterSkate",1997,830,4
"WinterSkate",1997,840,4
"WinterSkate",1997,850,2
"WinterSkate",1997,860,1
"WinterSkate",1997,870,3
"WinterSkate",1997,890,1
"WinterSkate",1997,900,1
"WinterSkate",1997,910,4
"WinterSkate",1997,920,1
"WinterSkate",1997,960,1
"WinterSkate",1997,990,1
"WinterSkate",1997,560,3
"WinterSkate",1997,570,1
"WinterSkate",1997,580,1
"WinterSkate",1997,590,3
"WinterSkate",1997,600,1
"WinterSkate",1997,610,1
"WinterSkate",1997,620,3
"WinterSkate",1997,630,5
"WinterSkate",1997,640,8
"WinterSkate",1997,650,8
"WinterSkate",1997,660,6
"WinterSkate",1997,670,10
"WinterSkate",1997,680,17
"WinterSkate",1997,690,8
"WinterSkate",1997,700,7
"WinterSkate",1997,710,7
"WinterSkate",1997,720,10
"WinterSkate",1997,730,11
"WinterSkate",1997,740,3
"WinterSkate",1997,750,5
"WinterSkate",1997,760,5
"WinterSkate",1997,770,4
"WinterSkate",1997,780,9
"WinterSkate",1997,790,3
"WinterSkate",1997,800,1
"WinterSkate",1997,810,3
"WinterSkate",1997,820,5
"WinterSkate",1997,830,3
"WinterSkate",1997,840,3
"WinterSkate",1997,850,1
"WinterSkate",1997,870,1
"WinterSkate",1997,610,1
"WinterSkate",1997,620,2
"WinterSkate",1997,630,2
"WinterSkate",1997,640,2
"WinterSkate",1997,650,2
"WinterSkate",1997,660,2
"WinterSkate",1997,670,4
"WinterSkate",1997,680,12
"WinterSkate",1997,690,8
"WinterSkate",1997,700,2
"WinterSkate",1997,710,10
"WinterSkate",1997,720,3
"WinterSkate",1997,730,11
"WinterSkate",1997,740,9
"WinterSkate",1997,750,10
"WinterSkate",1997,760,8
"WinterSkate",1997,770,5
"WinterSkate",1997,780,9
"WinterSkate",1997,790,7
"WinterSkate",1997,800,6
"WinterSkate",1997,810,8
"WinterSkate",1997,820,4
"WinterSkate",1997,830,2
"WinterSkate",1997,840,8
"WinterSkate",1997,850,6
"WinterSkate",1997,860,8
"WinterSkate",1997,870,6
"WinterSkate",1997,880,2
"WinterSkate",1997,890,3
"WinterSkate",1997,900,4
"WinterSkate",1997,910,2
"WinterSkate",1997,920,2
"WinterSkate",1997,930,1
"WinterSkate",1997,950,1
"WinterSkate",1997,960,1
"WinterSkate",1997,1000,1
"WinterSkate",1997,510,1
"WinterSkate",1997,580,1
"WinterSkate",1997,600,1
"WinterSkate",1997,610,1
"WinterSkate",1997,630,3
"WinterSkate",1997,640,4
"WinterSkate",1997,650,4
"WinterSkate",1997,660,4
"WinterSkate",1997,670,13
"WinterSkate",1997,680,10
"WinterSkate",1997,690,10
"WinterSkate",1997,700,6
"WinterSkate",1997,710,8
"WinterSkate",1997,720,11
"WinterSkate",1997,730,10
"WinterSkate",1997,740,5
"WinterSkate",1997,750,11
"WinterSkate",1997,760,4
"WinterSkate",1997,770,4
"WinterSkate",1997,780,5
"WinterSkate",1997,790,3
"WinterSkate",1997,800,8
"WinterSkate",1997,810,2
"WinterSkate",1997,820,4
"WinterSkate",1997,830,3
"WinterSkate",1997,840,2
"WinterSkate",1997,850,1
"WinterSkate",1997,860,1
"WinterSkate",1998,640,3
"WinterSkate",1998,660,7
"WinterSkate",1998,670,5
"WinterSkate",1998,680,8
"WinterSkate",1998,690,10
"WinterSkate",1998,700,7
"WinterSkate",1998,710,8
"WinterSkate",1998,720,10
"WinterSkate",1998,730,13
"WinterSkate",1998,740,8
"WinterSkate",1998,750,9
"WinterSkate",1998,760,14
"WinterSkate",1998,770,7
"WinterSkate",1998,780,8
"WinterSkate",1998,790,5
"WinterSkate",1998,800,10
"WinterSkate",1998,810,1
"WinterSkate",1998,820,4
"WinterSkate",1998,830,4
"WinterSkate",1998,840,2
"WinterSkate",1998,850,5
"WinterSkate",1998,860,3
"WinterSkate",1998,870,1
"WinterSkate",1998,880,2
"WinterSkate",1998,910,2
"WinterSkate",1998,920,2
"WinterSkate",1998,940,2
"WinterSkate",1998,620,1
"WinterSkate",1998,630,1
"WinterSkate",1998,640,3
"WinterSkate",1998,660,2
"WinterSkate",1998,670,6
"WinterSkate",1998,680,6
"WinterSkate",1998,690,7
"WinterSkate",1998,700,3
"WinterSkate",1998,710,7
"WinterSkate",1998,720,6
"WinterSkate",1998,730,11
"WinterSkate",1998,740,4
"WinterSkate",1998,750,8
"WinterSkate",1998,760,9
"WinterSkate",1998,770,1
"WinterSkate",1998,780,3
"WinterSkate",1998,790,6
"WinterSkate",1998,800,5
"WinterSkate",1998,810,2
"WinterSkate",1998,820,2
"WinterSkate",1998,850,2
"WinterSkate",1998,860,1
"WinterSkate",1998,630,1
"WinterSkate",1998,640,1
"WinterSkate",1998,650,2
"WinterSkate",1998,660,7
"WinterSkate",1998,670,2
"WinterSkate",1998,680,3
"WinterSkate",1998,690,1
"WinterSkate",1998,700,4
"WinterSkate",1998,710,2
"WinterSkate",1998,720,9
"WinterSkate",1998,730,4
"WinterSkate",1998,740,11
"WinterSkate",1998,750,2
"WinterSkate",1998,760,2
"WinterSkate",1998,770,1
"WinterSkate",1998,780,2
"WinterSkate",1998,790,4
"WinterSkate",1998,800,2
"WinterSkate",1998,810,2
"WinterSkate",1998,820,4
"WinterSkate",1998,830,3
"WinterSkate",1998,860,1
"WinterSkate",1998,870,2
"WinterSkate",1998,900,1
"WinterSkate",1998,960,1
"WinterSkate",1998,620,3
"WinterSkate",1998,630,4
"WinterSkate",1998,640,5
"WinterSkate",1998,650,6
"WinterSkate",1998,660,4
"WinterSkate",1998,670,7
"WinterSkate",1998,680,11
"WinterSkate",1998,690,8
"WinterSkate",1998,700,8
"WinterSkate",1998,710,12
"WinterSkate",1998,720,11
"WinterSkate",1998,730,7
"WinterSkate",1998,740,5
"WinterSkate",1998,750,11
"WinterSkate",1998,760,7
"WinterSkate",1998,770,6
"WinterSkate",1998,780,7
"WinterSkate",1998,790,6
"WinterSkate",1998,800,4
"WinterSkate",1998,810,4
"WinterSkate",1998,820,9
"WinterSkate",1998,830,2
"WinterSkate",1998,840,1
"WinterSkate",1998,850,1
"WinterSkate",1998,860,3
"WinterSkate",1998,870,2
"WinterSkate",1998,970,1
"WinterSkate",1998,520,1
"WinterSkate",1998,560,2
"WinterSkate",1998,590,2
"WinterSkate",1998,600,2
"WinterSkate",1998,610,3
"WinterSkate",1998,620,4
"WinterSkate",1998,630,1
"WinterSkate",1998,640,2
"WinterSkate",1998,650,4
"WinterSkate",1998,660,2
"WinterSkate",1998,670,3
"WinterSkate",1998,680,2
"WinterSkate",1998,690,5
"WinterSkate",1998,700,3
"WinterSkate",1998,710,5
"WinterSkate",1998,720,8
"WinterSkate",1998,730,3
"WinterSkate",1998,740,5
"WinterSkate",1998,750,4
"WinterSkate",1998,760,13
"WinterSkate",1998,770,9
"WinterSkate",1998,780,7
"WinterSkate",1998,790,3
"WinterSkate",1998,800,5
"WinterSkate",1998,810,12
"WinterSkate",1998,820,8
"WinterSkate",1998,830,11
"WinterSkate",1998,840,9
"WinterSkate",1998,850,7
"WinterSkate",1998,860,13
"WinterSkate",1998,870,10
"WinterSkate",1998,880,6
"WinterSkate",1998,890,6
"WinterSkate",1998,900,3
"WinterSkate",1998,910,2
"WinterSkate",1998,920,1
"WinterSkate",1998,930,2
"WinterSkate",1998,510,1
"WinterSkate",1998,560,1
"WinterSkate",1998,570,1
"WinterSkate",1998,580,1
"WinterSkate",1998,600,2
"WinterSkate",1998,610,3
"WinterSkate",1998,620,5
"WinterSkate",1998,640,2
"WinterSkate",1998,650,1
"WinterSkate",1998,670,4
"WinterSkate",1998,680,6
"WinterSkate",1998,690,14
"WinterSkate",1998,700,4
"WinterSkate",1998,710,9
"WinterSkate",1998,720,11
"WinterSkate",1998,730,10
"WinterSkate",1998,740,5
"WinterSkate",1998,750,11
"WinterSkate",1998,760,10
"WinterSkate",1998,770,8
"WinterSkate",1998,780,5
"WinterSkate",1998,790,10
"WinterSkate",1998,800,5
"WinterSkate",1998,810,4
"WinterSkate",1998,820,2
"WinterSkate",1998,830,1
"WinterSkate",1998,840,1
"WinterSkate",1998,850,2
"WinterSkate",1998,880,1
"WinterSkate",1998,600,1
"WinterSkate",1998,610,4
"WinterSkate",1998,620,5
"WinterSkate",1998,630,1
"WinterSkate",1998,640,8
"WinterSkate",1998,650,7
"WinterSkate",1998,660,5
"WinterSkate",1998,670,4
"WinterSkate",1998,680,8
"WinterSkate",1998,690,4
"WinterSkate",1998,700,6
"WinterSkate",1998,710,10
"WinterSkate",1998,720,7
"WinterSkate",1998,730,13
"WinterSkate",1998,740,5
"WinterSkate",1998,750,8
"WinterSkate",1998,760,3
"WinterSkate",1998,770,6
"WinterSkate",1998,780,4
"WinterSkate",1998,790,6
"WinterSkate",1998,800,1
"WinterSkate",1998,810,3
"WinterSkate",1998,820,2
"WinterSkate",1998,830,3
"WinterSkate",1998,840,1
"WinterSkate",1998,850,4
"WinterSkate",1998,860,1
"WinterSkate",1998,870,2
"WinterSkate",1998,880,2
"WinterSkate",1998,920,1
"WinterSkate",1998,580,1
"WinterSkate",1998,590,1
"WinterSkate",1998,600,1
"WinterSkate",1998,610,1
"WinterSkate",1998,620,2
"WinterSkate",1998,630,5
"WinterSkate",1998,640,2
"WinterSkate",1998,650,11
"WinterSkate",1998,660,7
"WinterSkate",1998,670,7
"WinterSkate",1998,680,9
"WinterSkate",1998,690,5
"WinterSkate",1998,700,5
"WinterSkate",1998,710,13
"WinterSkate",1998,720,10
"WinterSkate",1998,730,6
"WinterSkate",1998,740,10
"WinterSkate",1998,750,11
"WinterSkate",1998,760,7
"WinterSkate",1998,770,4
"WinterSkate",1998,780,5
"WinterSkate",1998,790,7
"WinterSkate",1998,800,5
"WinterSkate",1998,810,5
"WinterSkate",1998,820,2
"WinterSkate",1998,830,1
"WinterSkate",1998,840,1
"WinterSkate",1998,850,2
"WinterSkate",1998,600,1
"WinterSkate",1998,620,2
"WinterSkate",1998,650,4
"WinterSkate",1998,660,2
"WinterSkate",1998,670,8
"WinterSkate",1998,680,8
"WinterSkate",1998,690,5
"WinterSkate",1998,700,4
"WinterSkate",1998,710,8
"WinterSkate",1998,720,6
"WinterSkate",1998,730,11
"WinterSkate",1998,740,10
"WinterSkate",1998,750,5
"WinterSkate",1998,760,6
"WinterSkate",1998,770,8
"WinterSkate",1998,780,5
"WinterSkate",1998,790,5
"WinterSkate",1998,800,9
"WinterSkate",1998,810,3
"WinterSkate",1998,820,4
"WinterSkate",1998,830,7
"WinterSkate",1998,840,6
"WinterSkate",1998,850,5
"WinterSkate",1998,870,4
"WinterSkate",1998,880,4
"WinterSkate",1998,910,1
"WinterSkate",1998,920,1
"WinterSkate",1998,930,1
"WinterSkate",1998,550,1
"WinterSkate",1998,580,1
"WinterSkate",1998,590,2
"WinterSkate",1998,610,3
"WinterSkate",1998,620,2
"WinterSkate",1998,630,7
"WinterSkate",1998,640,4
"WinterSkate",1998,650,5
"WinterSkate",1998,660,7
"WinterSkate",1998,670,14
"WinterSkate",1998,680,8
"WinterSkate",1998,690,13
"WinterSkate",1998,700,10
"WinterSkate",1998,710,8
"WinterSkate",1998,720,11
"WinterSkate",1998,730,12
"WinterSkate",1998,740,14
"WinterSkate",1998,750,5
"WinterSkate",1998,760,7
"WinterSkate",1998,770,6
"WinterSkate",1998,780,5
"WinterSkate",1998,790,5
"WinterSkate",1998,800,7
"WinterSkate",1998,810,6
"WinterSkate",1998,820,4
"WinterSkate",1998,830,5
"WinterSkate",1998,840,1
"WinterSkate",1998,850,1
"WinterSkate",1998,870,2
"WinterSkate",1998,880,1
"WinterSkate",1998,900,1
"WinterSkate",1998,620,3
"WinterSkate",1998,630,1
"WinterSkate",1998,640,5
"WinterSkate",1998,650,1
"WinterSkate",1998,660,6
"WinterSkate",1998,670,6
"WinterSkate",1998,680,16
"WinterSkate",1998,690,4
"WinterSkate",1998,700,8
"WinterSkate",1998,710,7
"WinterSkate",1998,720,9
"WinterSkate",1998,730,12
"WinterSkate",1998,740,7
"WinterSkate",1998,750,9
"WinterSkate",1998,760,10
"WinterSkate",1998,770,9
"WinterSkate",1998,780,8
"WinterSkate",1998,790,7
"WinterSkate",1998,800,6
"WinterSkate",1998,810,8
"WinterSkate",1998,820,2
"WinterSkate",1998,830,2
"WinterSkate",1998,840,6
"WinterSkate",1998,850,2
"WinterSkate",1998,870,1
"WinterSkate",1998,880,1
"WinterSkate",1998,890,1
"WinterSkate",1998,930,1
"WinterSkate",1998,590,1
"WinterSkate",1998,600,2
"WinterSkate",1998,620,2
"WinterSkate",1998,630,2
"WinterSkate",1998,640,3
"WinterSkate",1998,650,4
"WinterSkate",1998,660,10
"WinterSkate",1998,670,11
"WinterSkate",1998,680,6
"WinterSkate",1998,690,13
"WinterSkate",1998,700,16
"WinterSkate",1998,710,9
"WinterSkate",1998,720,13
"WinterSkate",1998,730,5
"WinterSkate",1998,740,13
"WinterSkate",1998,750,10
"WinterSkate",1998,760,15
"WinterSkate",1998,770,6
"WinterSkate",1998,780,4
"WinterSkate",1998,790,8
"WinterSkate",1998,800,4
"WinterSkate",1998,810,3
"WinterSkate",1998,820,2
"WinterSkate",1998,830,2
"WinterSkate",1998,850,1
"WinterSkate",1998,860,1
"WinterSkate",1998,870,1
"WinterSkate",1998,880,1
"WinterSkate",1998,640,1
"WinterSkate",1998,660,3
"WinterSkate",1998,670,6
"WinterSkate",1998,680,4
"WinterSkate",1998,690,12
"WinterSkate",1998,700,8
"WinterSkate",1998,710,14
"WinterSkate",1998,720,4
"WinterSkate",1998,730,9
"WinterSkate",1998,740,10
"WinterSkate",1998,750,7
"WinterSkate",1998,760,7
"WinterSkate",1998,770,6
"WinterSkate",1998,780,3
"WinterSkate",1998,790,2
"WinterSkate",1998,800,4
"WinterSkate",1998,810,3
"WinterSkate",1998,820,1
"WinterSkate",1998,830,2
"WinterSkate",1998,840,3
"WinterSkate",1998,850,2
"WinterSkate",1998,860,1
"WinterSkate",1998,890,1
"WinterSkate",1998,900,1
"WinterSkate",1998,910,1
"WinterSkate",1998,920,1
"WinterSkate",1998,930,2
"WinterSkate",1998,630,1
"WinterSkate",1998,640,2
"WinterSkate",1998,650,5
"WinterSkate",1998,660,10
"WinterSkate",1998,670,8
"WinterSkate",1998,680,17
"WinterSkate",1998,690,19
"WinterSkate",1998,700,11
"WinterSkate",1998,710,21
"WinterSkate",1998,720,20
"WinterSkate",1998,730,11
"WinterSkate",1998,740,6
"WinterSkate",1998,750,11
"WinterSkate",1998,760,13
"WinterSkate",1998,770,5
"WinterSkate",1998,780,12
"WinterSkate",1998,790,6
"WinterSkate",1998,800,9
"WinterSkate",1998,810,6
"WinterSkate",1998,830,4
"WinterSkate",1998,840,1
"WinterSkate",1998,850,1
"WinterSkate",1998,860,3
"WinterSkate",1998,870,2
"WinterSkate",1998,880,1
"WinterSkate",1999,450,1
"WinterSkate",1999,540,1
"WinterSkate",1999,550,1
"WinterSkate",1999,570,1
"WinterSkate",1999,610,1
"WinterSkate",1999,620,2
"WinterSkate",1999,630,7
"WinterSkate",1999,640,9
"WinterSkate",1999,650,3
"WinterSkate",1999,660,5
"WinterSkate",1999,670,3
"WinterSkate",1999,680,3
"WinterSkate",1999,690,2
"WinterSkate",1999,700,4
"WinterSkate",1999,710,4
"WinterSkate",1999,720,7
"WinterSkate",1999,730,4
"WinterSkate",1999,740,9
"WinterSkate",1999,750,7
"WinterSkate",1999,760,9
"WinterSkate",1999,770,6
"WinterSkate",1999,780,9
"WinterSkate",1999,790,13
"WinterSkate",1999,800,8
"WinterSkate",1999,810,7
"WinterSkate",1999,820,10
"WinterSkate",1999,830,5
"WinterSkate",1999,840,3
"WinterSkate",1999,850,4
"WinterSkate",1999,860,1
"WinterSkate",1999,870,7
"WinterSkate",1999,880,3
"WinterSkate",1999,890,1
"WinterSkate",1999,910,3
"WinterSkate",1999,540,1
"WinterSkate",1999,560,1
"WinterSkate",1999,600,2
"WinterSkate",1999,610,2
"WinterSkate",1999,620,1
"WinterSkate",1999,630,3
"WinterSkate",1999,640,3
"WinterSkate",1999,650,2
"WinterSkate",1999,660,2
"WinterSkate",1999,670,3
"WinterSkate",1999,680,3
"WinterSkate",1999,690,4
"WinterSkate",1999,700,2
"WinterSkate",1999,710,5
"WinterSkate",1999,720,4
"WinterSkate",1999,730,3
"WinterSkate",1999,740,2
"WinterSkate",1999,750,1
"WinterSkate",1999,760,3
"WinterSkate",1999,770,3
"WinterSkate",1999,780,5
"WinterSkate",1999,790,2
"WinterSkate",1999,800,2
"WinterSkate",1999,820,3
"WinterSkate",1999,850,1
"WinterSkate",1999,870,1
"WinterSkate",1999,630,1
"WinterSkate",1999,640,1
"WinterSkate",1999,650,1
"WinterSkate",1999,660,1
"WinterSkate",1999,670,1
"WinterSkate",1999,680,7
"WinterSkate",1999,690,11
"WinterSkate",1999,700,6
"WinterSkate",1999,710,10
"WinterSkate",1999,720,12
"WinterSkate",1999,730,15
"WinterSkate",1999,740,8
"WinterSkate",1999,750,13
"WinterSkate",1999,760,9
"WinterSkate",1999,770,11
"WinterSkate",1999,780,8
"WinterSkate",1999,790,4
"WinterSkate",1999,800,4
"WinterSkate",1999,810,7
"WinterSkate",1999,820,13
"WinterSkate",1999,830,3
"WinterSkate",1999,840,2
"WinterSkate",1999,850,4
"WinterSkate",1999,860,3
"WinterSkate",1999,880,4
"WinterSkate",1999,890,2
"WinterSkate",1999,920,1
"WinterSkate",1999,930,2
"WinterSkate",1999,610,1
"WinterSkate",1999,630,2
"WinterSkate",1999,640,1
"WinterSkate",1999,650,3
"WinterSkate",1999,660,6
"WinterSkate",1999,670,9
"WinterSkate",1999,680,13
"WinterSkate",1999,690,14
"WinterSkate",1999,700,9
"WinterSkate",1999,710,9
"WinterSkate",1999,720,16
"WinterSkate",1999,730,12
"WinterSkate",1999,740,13
"WinterSkate",1999,750,12
"WinterSkate",1999,760,10
"WinterSkate",1999,770,13
"WinterSkate",1999,780,12
"WinterSkate",1999,790,6
"WinterSkate",1999,800,7
"WinterSkate",1999,810,4
"WinterSkate",1999,820,4
"WinterSkate",1999,830,2
"WinterSkate",1999,840,2
"WinterSkate",1999,850,1
"WinterSkate",1999,860,2
"WinterSkate",1999,870,1
"WinterSkate",1999,890,1
"WinterSkate",1999,900,1
"WinterSkate",1999,590,1
"WinterSkate",1999,610,1
"WinterSkate",1999,630,2
"WinterSkate",1999,640,1
"WinterSkate",1999,650,3
"WinterSkate",1999,660,1
"WinterSkate",1999,670,6
"WinterSkate",1999,680,6
"WinterSkate",1999,690,5
"WinterSkate",1999,700,3
"WinterSkate",1999,710,13
"WinterSkate",1999,720,6
"WinterSkate",1999,730,4
"WinterSkate",1999,740,9
"WinterSkate",1999,750,5
"WinterSkate",1999,760,7
"WinterSkate",1999,770,14
"WinterSkate",1999,780,6
"WinterSkate",1999,790,13
"WinterSkate",1999,800,8
"WinterSkate",1999,810,8
"WinterSkate",1999,820,2
"WinterSkate",1999,830,5
"WinterSkate",1999,840,5
"WinterSkate",1999,850,7
"WinterSkate",1999,860,7
"WinterSkate",1999,870,5
"WinterSkate",1999,880,4
"WinterSkate",1999,890,2
"WinterSkate",1999,900,4
"WinterSkate",1999,920,2
"WinterSkate",1999,930,2
"WinterSkate",1999,940,1
"WinterSkate",1999,970,1
"WinterSkate",1999,610,1
"WinterSkate",1999,630,1
"WinterSkate",1999,640,1
"WinterSkate",1999,650,2
"WinterSkate",1999,660,3
"WinterSkate",1999,670,8
"WinterSkate",1999,680,7
"WinterSkate",1999,690,7
"WinterSkate",1999,700,3
"WinterSkate",1999,710,10
"WinterSkate",1999,720,14
"WinterSkate",1999,730,10
"WinterSkate",1999,740,6
"WinterSkate",1999,750,12
"WinterSkate",1999,760,11
"WinterSkate",1999,770,10
"WinterSkate",1999,780,5
"WinterSkate",1999,790,3
"WinterSkate",1999,800,5
"WinterSkate",1999,810,4
"WinterSkate",1999,820,4
"WinterSkate",1999,830,1
"WinterSkate",1999,840,3
"WinterSkate",1999,850,1
"WinterSkate",1999,860,1
"WinterSkate",1999,870,1
"WinterSkate",1999,890,2
"WinterSkate",1999,600,2
"WinterSkate",1999,610,3
"WinterSkate",1999,620,1
"WinterSkate",1999,630,1
"WinterSkate",1999,640,1
"WinterSkate",1999,650,3
"WinterSkate",1999,660,2
"WinterSkate",1999,670,4
"WinterSkate",1999,680,2
"WinterSkate",1999,690,6
"WinterSkate",1999,700,4
"WinterSkate",1999,710,5
"WinterSkate",1999,720,4
"WinterSkate",1999,730,6
"WinterSkate",1999,740,7
"WinterSkate",1999,750,4
"WinterSkate",1999,760,4
"WinterSkate",1999,770,2
"WinterSkate",1999,780,6
"WinterSkate",1999,790,10
"WinterSkate",1999,800,4
"WinterSkate",1999,810,7
"WinterSkate",1999,820,5
"WinterSkate",1999,830,3
"WinterSkate",1999,840,3
"WinterSkate",1999,850,6
"WinterSkate",1999,860,1
"WinterSkate",1999,870,2
"WinterSkate",1999,880,2
"WinterSkate",1999,890,2
"WinterSkate",1999,900,3
"WinterSkate",1999,910,2
"WinterSkate",1999,930,1
"WinterSkate",1999,520,1
